,0
3308,Oil prices mark weekly gain ahead of Iran sanctions
3309,"'Despondent' Musk's Tesla resembles Lehman, Greenlight's Einhorn says"
3310,Buybacks to top use of S&P 500 companies' cash in 2019: Goldman Sachs
3311,Fidelity's asset management chief Morrison to retire
3312,Saudi crown prince pledges Aramco IPO by early 2021: Bloomberg
3313,Russia's major state banks see forex outflow amid sanctions threats
3314,U.S. job growth cools; unemployment rate drops to 3.7 percent
3315,Daimler starts building electric car batteries in Tuscaloosa
3316,"N.Y. Fed lowers U.S. Q3, Q4 GDP growth view"
3317,J.P. Morgan to settle allegations of violating sanctions: U.S. Treasury
3318,Atlanta Fed keeps U.S. third-quarter GDP growth view at 4.1 percent
3319,U.S. job growth slows; unemployment rate falls to 3.7 percent
3320,America First is hurting China's business
3321,Unilever drops Dutch HQ move after British investors rebel
3322,"Abandoned by Unilever, Dutch prime minister forced to reconsider tax plan"
3323,Tariff deal with U.S. not yet even in 'pre-work' stage: EU trade chief
3324,U.S. seen likely to win in effort to shut down WTO's appeals court
3325,U.S. trade deficit jumps to six-month high in August
3326,"Toyota, sensing an opening, debates building Lexus cars in China"
3327,"Samsung flags third-quarter profit jump to record, but chip price falls cast shadow"
3328,Era of bank secrecy ends as Swiss start sharing account data
3329,Audi warns of sales fluctuation after 56 percent fall in Europe
3330,Exclusive: SoftBank deepening ties to ride-hailing firm Grab with $500 million funding - sources
3331,Tesla's Musk mocks SEC as judge demands they justify fraud settlement
3332,South Korea's appeals court suspends Lotte Group chief's jail sentence
3333,German minister presses for swift EU trade accord with U.S
3334,Oil markets could witness modest surplus into early 2019: Goldman Sachs
3335,Wells Fargo planning its first post-crisis mortgage bond: Bloomberg
3336,Gucci boss reassures staff over looming era of slower growth
3337,"Snap to bet on older users, revamped marketing for profitability in 2019: Cheddar"
3338,"Costco barely beats sales estimates, gross margins weigh"
3339,Tronc renames itself back to Tribune Publishing
3340,DoubleLine's Gundlach: 30-year U.S. Treasury signals higher bond yields
3341,E-cigarette maker Juul files complaints against 'copycat products'
3342,Wall Street stumbles as bond yield climb continues
3343,Tesla's Musk appears to mock SEC on Twitter after settlement
3344,"U.S. Treasuries sell-off has ripple effect across globe, stocks sink"
3345,Oil falls from four-year highs; Wall Street weighs
3346,Cadillac edges Tesla in semi-automated driving test
3347,"Lilly's diabetes drug data impresses, hurts rival Novo's shares"
3348,U.S inquiry deepens Danske money-laundering crisis
3349,Danske money laundering scandal widens with DOJ inquiry
3350,Exclusive: Third Point demands Campbell Soup board records
3351,U.S. weekly jobless claims near 49-year low; factory orders surge
3352,Casino gambles on Amazon-style checkout free Champs Elysees store
3353,"HSBC bolsters infrastructure, power and real estate teams in expansion drive"
3354,"J&J, Arrowhead in gene-silencing drug deal worth up to $3.7 billion"
3355,"Ahead of holidays, FedEx leans on special bonuses to keep pilots from retiring"
3356,"Facebook, responding to lawsuit, says sex trafficking banned on site"
3357,Race bias lawsuit against Morgan Stanley sent to private arbitration
3358,Ebay alleges Amazon poached sellers from its platform
3359,Tesla must defend lawsuit alleging abuse of foreign workers
3360,Some Tesla directors proposed James Murdoch to succeed Musk as chairman: New York Times
3361,Britain's CMA toughens action against Lloyds Bank over PPI
3362,Aston Martin skids on market debut
3363,Swedbank says its anti-money laundering procedures not being investigated
3364,"Zalando expands beauty offer to men, and two new countries"
3365,Wealth managers count cost of U.S.-Chinese trade war on Asian business
3366,Honda to invest $2.75 billion in GM's self-driving car unit
3367,Comcast secures over 75 percent of Sky shares
3368,"Exclusive: Saudi Arabia, Russia agreed in September to lift oil output, told U.S."
3369,Vedanta gets interim relief as Indian court stays state's land allotment cancellation
3370,U.S. judge says China's ZTE violated probation; extends monitor's term
3371,U.S. hedge fund King Street urges Toshiba to speed up share buybacks
3372,CBS executive placed on leave after accusations of sexual language
3373,"Financials lift Wall Street, but rate worry caps gains"
3374,Barnes & Noble opts for strategic review after takeover interest
3375,Dollar hits six-week highs on hawkish Fed
3376,"Global stocks firm, U.S. Treasury yields soar, oil at four-year high"
3377,Brent hits new four-year high on Iran supply worries
3378,U.S. retailer group sees 2018 holiday sales up more than 4 percent
3379,Instagram back up after worldwide outage
3380,Facebook's lead EU regulator opens probe into data breach
3381,Dell exploring IPO option if tracking stock bid fails
3382,Fast and serious: Vietnam's first domestic car manufacturer bets big
3383,U.S. services sector activity hits 21-year high; hiring accelerates
3384,"Merger talks started in spring between Canadian oil companies Husky, MEG"
3385,Global energy bosses send Trump a message: world needs Russian gas
3386,France to press General Electric on job pledges: minister
3387,North American orders for semi-trucks surge in September
3388,"With rates on the rise, Fed must plan for next downturn, Evans says"
3389,Fed can hold rates 'relatively indefinitely' when mildly restrictive: Evans
3390,Goldman Sachs raises stake in Spain's DIA to more than 15 percent
3391,"VW's Skoda needs to boost annual capacity by 400,000 cars: CEO"
3392,Inflation expectations haven't gone up as much as wanted: Fed's Evans
3393,"Federal Reserve prepares for next crisis, bets it will begin like the last"
3394,Fed's Evans says comfortable with a December rate hike
3395,"Tencent Music files for U.S. IPO, first-half revenue surges"
3396,"Renault-Nissan, Daimler mull extending alliance to autonomous, battery tech"
3397,Aston Martin shares open flat at 19 pounds per share in London debut
3398,Exxon Mobil eyes multi-billion dollar investment at Singapore refinery: executive
3399,"With Hemlibra, Roche seeks to break into tight hemophilia circle"
3400,Tech giants allied against proposed Australia law seeking encrypted data
3401,Looming large: Shell's LNG Canada seen as tip of megaproject iceberg
3402,"After lean years, Big Oil is under pressure to spend"
3403,"Sharp makes long-awaited OLED foray, wary of big spending"
3404,Wells Fargo has not done enough to refund cheated drivers: regulator
3405,"Trade pact clause seen deterring China trade deal with Canada, Mexico"
3406,"Mexican, Canadian steel lobbies urge fix to U.S. tariff dispute"
3407,Hilton to double hotels in Africa in next five years: CEO
3408,"J. C. Penney names retail veteran, Joann Stores chief as new CEO"
3409,How Trump's son-in-law helped salvage the North American trade zone
3410,AMD needs perfection to justify share price rally: analysts
3411,Exclusive: Exxon explores sale of U.S. Gulf of Mexico assets - sources
3412,"Dow closes at record but Facebook drags on S&P, Nasdaq"
3413,'A tale of two hurricanes' for September U.S. new car sales
3414,"Italy weighs on global stocks, but Dow bucks trend to mark record high close"
3415,Canada PM takes Quebec dairy gamble to preserve big trade deal
3416,Tesla worried by China tariffs even as deliveries surge
3417,Fed's Powell says U.S. outlook 'remarkably positive'
3418,"Trump hails Canada, Mexico trade pact as win for U.S. workers"
3419,"Toys 'R' Us lenders cancel auction, plan to revive brand"
3420,"Amazon raises minimum wage to $15, urges rivals to follow"
3421,Oil eases below four-year highs; U.S. inventory rise expected
3422,Amazon raises minimum wage rates in Britain
3423,Senator Bernie Sanders applauds Amazon for wage hike
3424,"S&P downgrades GE's credit rating, Moody's, Fitch put it on review"
3425,Euro weakens to six-week low as Italian concerns weigh
3426,Tariffs could lift U.S. prices but no sign yet: Fed's Powell
3427,Fed regulator says midsize bank relief 'highest priority'
3428,"Japan car makers welcome North America trade deal, but U.S. export curbs a risk"
3429,BMW says rivals are interested in joining forces on self-driving cars
3430,Britain in talks with Boeing for multi-billion pound air force contract: FT
3431,Walmart acquires plus-sized clothing startup Eloquii
3432,Volkswagen terminates Audi CEO's contract amid emissions probe
3433,Peugeot open to new deals as turnaround draws attention: CEO
3434,Brexit uncertainty weighs on Jaguar's electric car investment decision
3435,"LVMH watch brands to attend Baselworld 2019, changes needed for 2020"
3436,"PepsiCo margin slip clouds profit beat, North America beverage rebound"
3437,"TomTom shares lifted by BMW, Peugeot contract wins"
3438,Regulator says South Africa's Eskom can recover $2.25 billion over four years
3439,Citigroup plans to grow offshore booking center in UAE: executive
3440,Italy's Enel names Nicola Cotugno chief of Brazil operations
3441,Kroger to test grocery pick-up program at Walgreens stores
3442,Bill allowing U.S. to sue OPEC drawing renewed interest
3443,Carmakers step up warnings over disorderly Brexit
3444,Ryanair says willing to reach deals with unions by Christmas
3445,Volkswagen not prepared to cover full costs of diesel retrofits: source
3446,Ghosn turns to Japanese to deflect Renault-Nissan succession question
3447,U.S. tech sector getting by without Facebook and Alphabet
3448,"Germany welcomes U.S., Canada and Mexico trade pact"
3449,"Too much oil? Texas boom outpaces supply, transport networks"
3450,VW will help with diesel retrofits but BMW is refusing them: German minister
3451,BMW would up Dutch production in hard Brexit scenario: CEO
3452,Radisson joins rivals with hotel expansion in Africa
3453,"Making cars separately for UK and EU would impact UK production, PSA warns"
3454,"Samsung Electronics third-quarter profit seen at record, but peaking, as chips shine"
3455,"Mazda aims for all of its vehicles to be electric hybrid, EVs by 2030"
3456,Trump administration says trade pact will bring auto jobs back to U.S.
3457,Mexican auto parts makers see new trade deal boosting output
3458,PwC says more tech is solution for higher audit standards
3459,General Electric replaces CEO with outsider; shares soar
3460,"In Trump win, Canada, U.S. deal saves NAFTA as trilateral pact"
3461,"Global stocks, Canadian dollar up on NAFTA deal, safe-haven assets hit"
3462,"Tesla's SEC deal provides ammunition for U.S. probe, investor lawsuits"
3463,"Tesla shares jump on Model 3 numbers, Musk deal"
3464,Trump was 'tolerant' in trade talks: Mexico president-elect
3465,"NAFTA replacement deal lifts Dow, S&P Nasdaq negative"
3466,Ford to stop building Focus cars in Argentina in 2019
3467,New U.S. FAA rules on airplane seat size may not create more leg room
3468,GE's long share price decline claims another casualty
3469,Factbox: Details of the new North America free trade deal
3470,Thomson Reuters closes deal with Blackstone
3471,DaVita unit to pay $270 million to resolve Medicare payments probe
3472,"Canada, buoyed by trade deal, to push U.S. on metal tariffs"
3473,"Cash, cuts and confusion; Trade deal spurs Canadian dairy fears"
3474,Vedanta shareholders back London delisting amid protest
3475,Traders boost Canada interest rate bets as trade deal clips threat to economy
3476,Pfizer to replace longtime CEO Read with veteran Bourla
3477,Husky sees MEG as potential 'hand-in-glove' Canada oil sands merger
3478,"USTR predicts new trade deal with Canada, Mexico will pass Congress"
3479,U.S. factory activity slows; construction spending edges up
3480,StanChart braces for possible new Iran fine of about $1.5 billion: Bloomberg
3481,Renault electrifies core line-up in hybrid push
3482,easyJet founder sues Netflix over 'Easy'
3483,Electric cars cast growing shadow on profits
3484,OPEC oil output boost in September limited by Iran losses: Reuters survey
3485,"Analyst View: In Trump win, Canada, U.S. deal saves NAFTA as trilateral pact"
3486,Ford says it is 'very encouraged' by new trade pact
3487,"European, Asian factory growth sputters on weakening exports, Americas mixed"
3488,Trump says new trade pact to support 'hundreds of thousands' of U.S. jobs
3489,Aston Martin narrows $6 billion IPO range after investor response
3490,Mexico readies 'industrial policy' to adapt to USMCA trade deal
3491,Thyssenkrupp defends landmark split as scepticism mounts
3492,New Fiat Chrysler boss picks team to tackle industry in flux
3493,Factbox: Thyssenkrupp breaks into two
3494,"Tesla produced 53,000 Model 3s in third quarter: Electrek"
3495,USMCA pact could take effect in second half of 2019: Mexico minister
3496,Volvo not considering diesel car retrofits in Germany: spokeswoman
3497,Three new cars in Paris tell the story of an industry in flux
3498,Mexico president calls trade agreement a 'win-win-win' deal
3499,Ex-Apple engineers show their startup's self-driving car sensor
3500,Mexico eyes end to steel dispute with U.S. before trade deal signed
3501,Trump to hold news conference on new NAFTA deal on Monday morning
3502,Philip Morris sues South Korea over e-cigarette info disclosure
3503,Netflix to let viewers pick how TV episodes and movies will end: Bloomberg
3504,U.S. housing market faces '5-percent' test
3505,BlackRock co-founder sees U.S. stock rally continuing beyond 2019
3506,Qatar Airways upgrades part of A350 order to biggest model
3507,Marriott International to increase its Africa hotels by 50 percent by 2023
3508,SEC’s focus on U.S. corporate bosses pays off with Musk settlement
3509,"Flying on one engine, global growth exposed to turbulence"
3510,Canada's Husky Energy offers to buy MEG Energy in $5 billion deal
3511,"Trade deal largely spares Canada, Mexico from any Trump auto tariffs"
3512,New U.S.-Mexico-Canada trade deal to be signed in late November-U.S. official
3513,"U.S., Canada confirm they have reached new trade deal with Mexico"
3514,Trump has approved deal with Canada to update NAFTA: source
3515,"Canada, U.S. reach framework deal on NAFTA: source"
3516,California state law mandates female board directors by 2019
3517,"U.S., Canada 'very close' to reaching NAFTA deal: U.S. official"
3518,Saudi shelves $200 billion SoftBank Solar project: WSJ
3519,Trump to be briefed on NAFTA talks progress on Sunday: U.S. source
3520,"Germany's Thyssenkrupp ends leadership vacuum, paves way for split"
3521,"Healthcare momentum rides on defensive appeal, earnings, election"
3522,Chinese regulator signs off on Linde-Praxair merger
3523,"Musk to resign as Tesla chairman, remain as CEO in SEC settlement"
3524,"Canada, U.S. make progress in bid to save NAFTA, no deal yet: sources"
3525,SEC chairman says Tesla settlement in 'best interests' of shareholders
3526,GM will recall more than 3.3 million vehicles in China: market regulator
3527,Knorr-Bremse discloses dispute with Bosch in IPO prospectus
3528,CBS faces New York probe tied to ex-CEO Leslie Moonves
3529,'We'll know in 48 hours': Mexico sees new hope of trilateral NAFTA
3530,Google CEO will testify before U.S. House on bias accusations
3531,"Courting Canada, U.S. and Mexico cancel plans to publish NAFTA texts: sources"
3532,Tesla's Musk may settle SEC lawsuit but ready for fight: sources
3533,"Wall Street flat; Italy budget woes hit Europe, boost dollar"
3534,Mexico's president-elect says still time for Canada to join updated NAFTA
3535,U.S. trade judge declines to block iPhone imports
3536,Facebook says big breach exposed 50 million accounts to full takeover
3537,"Point72 sexism case to be arbitrated, lawsuit is dismissed"
3538,Facebook's slide stalls Intel-led advance on Wall Street
3539,"Icahn, CVR lose malpractice case against Wachtell Lipton law firm"
3540,Global funds raise U.S. stock holdings to three-and-a-half-year high
3541,UK regulator to enquire if Facebook data breach has affected UK citizens
3542,"Exclusive: With six months to go before Brexit, 630 finance jobs have left - Reuters survey"
3543,"U.S. consumer spending rises, monthly inflation moderates"
3544,Credit Suisse is fined $10 million in U.S. over customer orders
3545,EU regulators want to know if merchants hurt by Amazon copies
3546,Cost to insure Tesla debt spikes to record high
3547,Bausch Health unit moves to settle charges it misled investors -SEC
3548,BMW's independent German dealers agree to sign new contracts
3549,Professional queuers left out in the cold at Moscow iPhone launch
3550,Takeda's $62 billion Shire bid faces November 6 EU antitrust deadline
3551,Audi names Rothenpieler as new technical director
3552,Atlanta Fed pares U.S. third-quarter GDP growth view to 3.6 percent
3553,Lockheed agrees to cut price for new F-35 fighter jets: Pentagon
3554,"Ryanair strikes disrupt 40,000 passengers across Europe"
3555,Top German automakers halt sales of some plug-in hybrid cars: report
3556,"Germany inches toward diesel fix, solution seen Monday: source"
3557,Bank of America restricts trading in penny stocks
3558,U.S. stock options volume on pace for a record year
3559,"Dollar gains on euro woes, Fed rate outlook"
3560,VW board delays decision on Audi CEO Stadler's future: source
3561,Split marks only first step in Thyssenkrupp renewal
3562,"In a U.S. manufacturing hub, no illusions about tariffs and jobs"
3563,Musk would not give up chairman role to settle SEC lawsuit: CNBC
3564,Global M&A volume drops in third-quarter as trade tensions loom
3565,Fast food fashion: Yum China's plan to get Pizza Hut back in vogue
3566,Wall Street and oil take third quarter spoils but bears maul others
3567,Exclusive: Europe to tell G20 rising trade tensions can seriously hit global growth
3568,Take Five: World markets themes for the week ahead
3569,Exclusive: Insider favored as Airbus speeds up CEO search - sources
3570,Novo Nordisk to cut 250 jobs in the United States
3571,U.S.-China trade war triggers seafood supply chain shake-up
3572,Belgium to sue Google for not blurring images of defense sites
3573,"U.S. regulator sues Musk for fraud, seeks to remove him from Tesla"
3574,Factbox - 'Funding secured': SEC gives timeline surrounding tweet from Tesla's Musk
3575,Boeing wins $9.2 billion contract for new Air Force training jet
3576,VW will support retrofitting of older diesel cars in Germany - source
3577,E.ON targets innovations for smart energy future
3578,Jeff Bezos' Blue Origin to supply engines for Vulcan rocket
3579,Ford wants 'certainty' in any U.S. trade deals: chairman
3580,WITHDRAWAL: Apple shaves cost from displays in newest iPhones - analyst firm
3581,Rolls-Royce facing fresh issues on Trent 1000 engine
3582,"Goldman, JPMorgan, four others must face stock lending antitrust case"
3583,"Amazon turns to toys, home goods in latest brick-and-mortar trial"
3584,J.C. Penney CFO Jeffrey Davis to step down
3585,Google CEO meeting with lawmakers amid Republican criticism
3586,"U.S. dollar rises on weaker euro, Fed policy; stocks gain"
3587,Communication services stocks elevate Wall Street
3588,Fed chief Powell signals central bank is done with signaling
3589,Fed's Powell says short-term U.S. recession risks are not high
3590,U.S. economy not facing high chance of recession in next two years: Fed's Powell
3591,Oil rises as investors fret over Iranian supply gaps
3592,Brazil's Petrobras to pay $853 million U.S. fine in Car Wash probe
3593,Canada sticks to plan to stay at NAFTA talks despite Trump attack
3594,Business groups ask U.S. court to not undo AT&T merger with Time Warner
3595,"U.S. capital goods orders, trade data temper third-quarter growth forecasts"
3596,"Saudi Arabia in short-term oil fix, fears extra U.S. supply next year"
3597,Harris Corp to build core processor for Lockheed's F-35 jet
3598,Unions accuse IKEA of undermining workers' rights in three markets
3599,"H&M boosted by reassurance on pricing, new collections"
3600,"Accenture profit forecast falls short of estimates, shares slip"
3601,Alibaba and other China heavyweights eye Turkey assets after lira plunge: sources
3602,U.S. September auto sales seen down 6 percent: J.D. Power and LMC
3603,Saudi Arabia's legal revamp offers hope for cautious investors
3604,"Tencent Music, bound for U.S. IPO, profits from social savvy"
3605,Minister to Air France-KLM boss: Fix airline before talk of stake sale
3606,Tencent & Alibaba chase remittances in battle for Southeast Asia
3607,Comcast to stop buying Sky shares in the market
3608,French finance minister says no plans to sell stake in Air France-KLM
3609,"Trump rejects Canada leader's request to meet, unhappy with NAFTA talks"
3610,Papa John's asks potential acquirers to submit offers: sources
3611,"U.S. union seeks raises, three-year contract for refinery workers"
3612,"Fed raises U.S. interest rates, sees at least three more years of growth"
3613,Nine state attorneys general back AT&T in Time Warner appeal
3614,Wall Street rally disintegrates shortly before the close
3615,"Trump slams Canada over NAFTA, says rejected Trudeau meeting"
3616,Merck's Frazier to remain CEO of the U.S. drugmaker beyond 2019
3617,Traders keep bets on U.S. Fed's 2019 interest rate rises
3618,"Apple, Salesforce team up to bring Siri to more business apps"
3619,Rupert Murdoch's Fox to sell Sky stake to Comcast
3620,Trump not happy about Federal Reserve raising interest rates
3621,"Wall Street rally fizzles, U.S. dollar rises, after Fed rate hike"
3622,Fed lifts U.S. rates by quarter percentage point
3623,BlackRock's Rieder differs from 'consensus' on future U.S. rates
3624,"GM's Cadillac to leave Big Apple, return to Michigan roots"
3625,Tech companies back U.S. privacy law if it preempts California's
3626,Nike shares dip after forecast disappoints
3627,Uber to pay $148 million to settle data breach cover-up with U.S. states
3628,"Trump metals tariffs will cost Ford $1 billion in profits, CEO says"
3629,"Oil eases, but Iran sanctions keep Brent above $80 a barrel"
3630,"U.S. new home sales rebound, but trend weakening"
3631,Lyft revenue more than doubled in first half of 2018: The Information
3632,Chile government approves construction of Walmart distribution center
3633,Facebook unveils new VR headset 'Oculus Quest' for $399
3634,Exclusive: JPMorgan in talks to lead Lyft's IPO - sources
3635,Daimler's new CEO adds international flair to Mercedes
3636,Nestle CEO expects to hike prices in coming years
3637,Airbus board meets in China amid jet sale hopes
3638,Ford expands partnership talks with VW and Mahindra to cut costs
3639,JPMorgan steps up push for women executives and clients
3640,Dearth of equity keeps stock market bull alive
3641,World trade's top court close to breakdown as U.S. blocks another judge
3642,U.S. business asks British PM May: how bad can Brexit get?
3643,UK faces permanent debate over financial rules after Brexit: lawmaker
3644,"Daimler names R&D head as next CEO, Zetsche to become chairman"
3645,Deal-making spree keeps investors upbeat about European M&A revival
3646,Hyatt Hotels to more than double its Africa hotels by 2020
3647,"EU negotiator seeks orderly Brexit, new partnership respecting UK sovereignty"
3648,Deutsche Bank dismisses merger reports as 'fictions'
3649,Brexit and the City: A barometer for London's financial outlook
3650,Germany's deputy finance minister urges insurers to prepare for no-deal Brexit
3651,"Anbang in talks to sell Japan real estate to Blackstone, other bidders: sources"
3652,Brexit at breaking point? Diary dates for Britain's EU departure
3653,Factbox: Reuters surveys UK financial services jobs post-Brexit
3654,Nissan blames latest improper tests on 'low awareness' of rules
3655,Deutsche Bank comfortable with consensus forecasts: CFO
3656,Foreign airlines to face new rivals on popular China routes as restrictions ease
3657,"Versace takeover will bring jobs to Italy, its designer says"
3658,Talks on Air India bailout package at 'advanced stage':  official
3659,Delta lifts U.S. groundstop after restoring computer systems
3660,Nike profit tops targets but margins disappoint some
3661,U.S. says Canada not making concessions needed for NAFTA deal
3662,Dunkin' drops 'Donuts' from name in shift to coffee
3663,Dunkin's rebranding leaves hole in heart of doughnut lovers
3664,S&P 500 dips as chip stocks and utilities tumble
3665,Independent BMW car dealers loath to agree new terms: Sueddeutsche Zeitung
3666,Raytheon Co wins $1.5 billion U.S. defense contract: Pentagon
3667,Energy shares rise on higher oil; dollar slips as policy tightening eyed
3668,"Oil jumps, then pares gains as Trump pressures OPEC again"
3669,Michael Kors makes high-end fashion statement with $2.2 billion Versace buy
3670,Versace sale turns up heat on fashion's independent outliers
3671,Qualcomm accuses Apple of stealing its secrets to help Intel
3672,"China says U.S. putting 'knife to its neck', hard to proceed on trade"
3673,"Full-blown trade war would cost jobs, growth and stability: WTO's Azevedo"
3674,No class action for unhappy Uber drivers: U.S. appeals court
3675,New GM-built 'Beast' presidential limo makes Trump debut
3676,"Spotify, Deezer and others call for stronger EU action against U.S. rivals"
3677,Fiat Chrysler says regulators get 'wake-up call' over fuel rules
3678,Facebook shares slip after Instagram founders quit
3679,U.S. consumer confidence hits 18-year high; house prices slowing
3680,U.S. trade chief says China policy change 'not going to be easy'
3681,"Google to allow certain cryptocurrency ads in U.S., Japan"
3682,Canada's PM sees possibility to build on U.S.-Mexico NAFTA deal
3683,Uber's strongest growth comes in depressed Argentina -- minus commissions
3684,Denmark bolsters defenses against wider Danske Bank risks
3685,Japan-U.S. shared broad understanding over trade: Japan economy minister
3686,Goldman trading executive Bash-Polley to depart at year-end: memo
3687,Verizon offers separation plans to thousands of management employees
3688,Arby's owner to buy drive-in chain Sonic for $1.57 billion
3689,Instagram co-founders resign in latest Facebook executive exit
3690,"In Nigeria, Shell’s onshore roots still run deep"
3691,How Trump split Mexico and Canada in NAFTA talks
3692,Comcast crosses 30 percent Sky threshold after buying shares
3693,Out of fashion? H&M tests new store to get back in vogue
3694,"China says trade war to 'certainly' hurt U.S. exporters, create opportunities to others"
3695,Tesla is making its own car carriers
3696,Senior China diplomat says confrontation with U.S. lose-lose
3697,"Starbucks plans changes to company structure, layoffs"
3698,Sears CEO Lampert offers new deals to avert bankruptcy
3699,The night a Chinese billionaire was accused of rape in Minnesota
3700,"Amazon made two moves for Deliveroo, one nine months ago: Telegraph"
3701,Boeing wins first leg of $2.4 billion helicopter deal from U.S. Air Force
3702,Canada's Barrick Gold to buy Randgold for $6.5 billion
3703,Wall Street falls as U.S.-China tariffs kick in
3704,Citigroup settles U.S. robo-signing case tied to consumer bankruptcies
3705,Global stock markets fall on trade war pessimism; oil rallies
3706,Wall Street's S&P communication sector starts with slight gain
3707,"Walmart, Sam's Club to put food products on blockchain"
3708,China says U.S. trying to force it to submit on trade as new tariffs kick in
3709,"UK's Debenhams can grow again, says boss"
3710,Michael Kors set to snap up Italy's Versace: sources
3711,"U.S., European Union still in 'exploratory' talks on trade - EU's Malmstrom"
3712,Sirius XM to buy Pandora in $3.5 billion streaming push
3713,United Technologies explores sale of Chubb Fire & Security: sources
3714,Sky's shares jump after Comcast wins auction with big bet
3715,"Singapore fines Grab and Uber, imposes measures to open up market"
3716,"Home modems, routers hit by U.S. China tariffs as 'smart' tech goods escape"
3717,T-Mobile revamps prepaid brand to spruce up image
3718,Symantec ends accounting probe without major revision to results
3719,"Iran says oil to rise as Saudi, Russia do 'little and late'"
3720,Volvo halts Iran truck assembly due to U.S. sanctions
3721,Danske Bank board close to appointing new CEO: Finans
3722,Asian firms shuffle production around the region as China tariffs hit
3723,Take Five: World markets themes for the week ahead
3724,Tech index refresh could give under-the-radar names their day in the sun
3725,Canada PM says informal NAFTA talks likely in next few days at U.N.
3726,China to issue white paper on U.S. trade frictions: Xinhua
3727,Comcast demonstrates Sky-high ambition in global media shake-up
3728,Key companies to attend White House quantum computing meeting
3729,Global spending on digital marketing nears $100 billion: study
3730,Global advertising expenditure to grow 4.5 percent in 2018: Zenith
3731,WPP preparing to merge Young & Rubicam and digital ad firm VML: WSJ
3732,European Banking Authority is asked to investigate oversight of Danske Bank
3733,"Volume spikes on sector reshuffle, quadruple witching"
3734,Low interest rates spawn rise in number of zombie firms: BIS
3735,Siemens CEO pushes plans to boost Iraqi power infrastructure
3736,Volkswagen's Porsche drops diesel in electric car push
3737,Fed's Powell between a rock and hard place: Ignore the yield curve or tight job market?
3738,Timeline: Shell's operations in Nigeria
3739,AstraZeneca CEO warns of medicine shortages after Brexit: Sunday Times
3740,Comcast outbids Fox with $40 billion winning offer for Sky
3741,"Fox plans to concede defeat in Sky battle, review stake: source"
3742,U.S. airlines score win as Congress drops 'reasonable fee' rules
3743,BT approaches Worldpay's Philip Jansen to be new CEO: Sky News
3744,White House optimistic on China trade; no date for more talks
3745,China cancels trade talks with U.S. as tariff threats escalate: WSJ
3746,"Adviser says U.S. close to Mexico-only NAFTA deal, Canada unmoved"
3747,Mexico will seek deal with Canada if NAFTA talks fail: Lopez Obrador
3748,Caterpillar leans on old playbook to cope with Trump tariffs
3749,United Airlines pilots resist contract changes over regional routes
3750,Dow hits new closing high ahead of index reshuffle
3751,Lehman Brothers workers share memories 10 years after the fall
3752,"As new iPhones go on sale, studies reveal chips from Intel and Toshiba"
3753,Receding trade fears propel stocks to six-month peak
3754,Walmart warns Trump tariffs may force price hikes: letter
3755,General Electric says blade problem affects more gas turbines
3756,Blackstone looks to manage $1 trillion by 2026
3757,Nasdaq says Nordic trader whose deals went sour agrees to sell personal assets
3758,Farfetch tops price range in IPO in boon to luxury market
3759,U.S. agency accuses Walmart of pregnancy discrimination in lawsuit
3760,French handbag maker Longchamp to invest in China to revive sales
3761,Comcast and Fox take $34 billion battle for Britain's Sky to the wire
3762,British inquiry intensifies Danske Bank money laundering scandal
3763,Uber in talks to buy food delivery firm Deliveroo: Bloomberg
3764,KKR-backed Calsonic lines up 5 billion euro financing for Magneti takeover:  sources
3765,Exclusive: AB InBev faces EU antitrust fine in Belgian beer case - sources
3766,Rare auction showdown could decide fate of broadcaster Sky
3767,Finnish financial watchdog looks into Danske Bank money laundering scandal
3768,SandRidge says interim CEO not in race for top job
3769,"Google defends Gmail data sharing, gives few details on violations"
3770,French minister optimistic over buyer for Ford Blanquefort plant
3771,Wells Fargo to cut headcount by 5-10 percent in next three years
3772,Facebook to drop on-site support for political campaigns
3773,Tesla VP of global supply management resigns: Bloomberg
3774,Adobe to buy marketing software firm Marketo for $4.75 billion
3775,"Industrials lead Dow to record high; tech boosts S&P, Nasdaq"
3776,"NAFTA deal not yet in sight, Canada stands firm on auto tariffs"
3777,American Airlines joins rivals in hiking U.S. baggage fees by five dollars
3778,Barrett Business Services settles accounting fraud charges: SEC
3779,NY court overturns $115 million patent judgment against Samsung
3780,"Stocks hit new highs as trade worries ease, dollar slips"
3781,Amazon adds Echo devices for home and car in bid to dominate voice gadgets
3782,Vista Global sees higher demand for Bombardier 7500 after certification
3783,Four General Electric power turbines shut down in U.S. due to blade issue
3784,AT&T asks U.S. appeals court to uphold approval of Time Warner acquisition
3785,Opel to further scale back production at Ruesselsheim: report
3786,Trump says OPEC 'monopoly' must get prices down
3787,Animal health firm Elanco surges 41 percent on debut
3788,Aston Martin aims to steer round Brexit to $6.7 billion IPO
3789,Minneapolis prosecutors weighing evidence in JD.com CEO case
3790,Nike's Kaepernick ad spurs spike in sold-out items
3791,S&P sector reshuffle may do little for telecom stocks
3792,BlackRock's Fink: U.S. a short-term 'big winner' in China trade war
3793,"Emirates, Etihad airlines deny report they may merge"
3794,GE says four HA turbines in U.S. shut down due to blade problem
3795,"Under Armour to cut 400 more jobs in turnaround push, shares rise"
3796,Morgan Stanley sues six Illinois brokers who left for Stifel
